Id,Starttime,#Flows,#Packets,#Srcaddr,#Dstaddr,#Bytes,#labels,#UDPUniqEst,#UDPUniqInt,#UDPTotEstFlow,#UDPTotIntFlow,#NewEstUDPCCIP,TotEstUDPCCIP,#NewIntUDPCCIP,TotIntUDPCCIP,TCPCCFlow,TCPCCBytes,WebFlows,GoogleFlows,CCHTTPBytes,CCHTTPFlow,CCHTTP69Flows,CCHTTO69Bytes,TCPCC67FLows,TCPCC62Flows,TCPCC70Flows,TCPCC71Flows,TCPCC80Flows,UDPCCNewEstBytes,WEBBytes,GoogleBytes,SSLGoogleFLows,SSLGoogleBytes,EstDNSFlows,EstDNSBytes,TCPCustEncFlows,TCPCustEncBytes,UDPEstBytes
3847,1154100,988,6220,1,36,529450,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,1154400,987,7821,1,36,677662,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,1154700,984,6317,1,38,538854,4,1,1,1,1,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
3850,1155000,1017,7452,1,59,648246,5,20,3,20,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7715
3851,1155300,981,5955,1,36,505430,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,1155600,986,6496,1,36,555652,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,1155900,989,5805,1,36,491420,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,1156200,987,5997,1,36,509644,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,1156500,988,6424,1,36,548368,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,1156800,988,5670,1,37,479693,3,0,1,0,1,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,1157100,1013,7094,1,60,614781,5,21,3,21,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7972
3858,1157400,987,5649,1,36,477698,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,1157700,988,7647,1,36,660814,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,1158000,989,5623,1,36,475206,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,1158300,988,7071,1,36,607822,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,1158600,987,5787,1,36,490394,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,1158900,991,5907,1,39,501091,4,0,2,0,2,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,1159200,1011,8295,1,59,725470,4,22,1,22,1,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8375
3865,1159500,988,5516,1,36,464762,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,1159800,988,6389,1,36,545778,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,1160100,961,6470,1,36,554190,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,1160400,1013,5865,1,36,496010,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,1160700,961,6652,1,36,570934,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,1161000,1002,6269,1,56,538536,5,16,4,16,4,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6411
3871,1161300,999,7242,1,41,625533,4,5,0,5,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2439
3872,1161600,980,4832,1,36,402174,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,1161900,988,7722,1,36,668284,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,1162200,988,6820,1,36,584860,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,1162500,987,7471,1,36,645292,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,1162800,988,6205,1,37,528575,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,1163100,1013,7174,1,61,621912,4,22,3,22,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7879
3878,1163400,988,5324,1,36,447128,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,1163700,987,6600,1,36,565160,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,1164000,987,5253,1,36,440696,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,1164300,988,6967,1,36,598924,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,1164600,988,6339,1,36,540508,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,1164900,988,7915,1,37,686358,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,1165200,1014,6967,1,61,602801,4,22,3,22,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8435
3885,1165500,987,6566,1,36,562032,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,1165800,988,7690,1,36,664800,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,1166100,988,6038,1,36,513416,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,1166400,963,7379,1,36,637688,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,1166700,1013,4646,1,37,384147,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,1167000,963,6529,1,36,559588,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,1167300,1012,5828,1,61,497914,4,22,3,22,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8489
3892,1167600,988,6705,1,36,574930,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,1167900,988,5694,1,36,480958,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,1168200,988,7375,1,36,636670,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,1168500,981,6251,1,36,532622,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,1168800,995,6816,1,37,585152,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,1169100,982,7127,1,36,613214,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,1169400,1013,5487,1,61,467635,4,22,3,22,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8780
3899,1169700,987,5451,1,36,458912,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,1170000,987,6068,1,36,516216,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3901,1170300,988,8136,1,36,705832,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,1170600,988,6589,1,36,564148,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,1170900,988,7196,1,37,619732,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,1171200,988,5642,1,36,476924,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,1171500,1012,7051,1,61,611522,4,22,3,22,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9049
3906,1171800,989,6330,1,36,540220,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,1172100,987,7043,1,36,605376,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,1172400,986,5990,1,36,509100,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,1172700,989,6444,1,37,550398,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,1173000,987,7621,1,36,659152,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,1173300,988,6448,1,36,550576,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,1173600,1011,6702,1,61,579202,4,23,2,23,2,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8685
3913,1173900,988,8150,1,36,707190,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,1174200,987,6057,1,36,515234,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,1174500,989,7845,1,36,679030,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,1174800,987,7301,1,37,630125,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,1175100,961,6422,1,36,549774,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,1175400,1016,7812,1,38,675313,3,0,2,0,2,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,1175700,985,6613,1,59,572059,4,22,1,22,1,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8814
3920,1176000,1013,8304,1,36,720398,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,1176300,962,6289,1,36,537538,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,1176600,1014,6464,1,37,551400,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,1176900,961,5301,1,36,446642,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,1177200,987,6215,1,36,528990,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,1177500,999,6403,1,47,548659,4,8,3,8,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661
3926,1177800,1001,6117,1,50,523035,4,14,0,14,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637
3927,1178100,987,6333,1,36,540806,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,1178400,981,6623,1,36,566946,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,1178700,995,6204,1,37,528846,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,1179000,980,5860,1,36,496750,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,1179300,994,5449,1,36,459058,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,1179600,1005,5724,1,61,488186,4,23,2,23,2,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7934
3933,1179900,996,7289,1,36,628238,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,1180200,980,6062,1,36,515334,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,1180500,987,6460,1,36,552240,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,1180800,989,6876,1,36,589952,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,1181100,987,6666,1,36,571192,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,1181400,988,6128,1,36,521136,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,1181700,1013,7270,1,61,665797,4,21,3,21,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48560
3940,1182000,961,5426,1,36,458142,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,1182300,1013,5953,1,36,504106,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,1182600,962,5906,1,37,502587,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,1182900,1014,6475,1,36,552130,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,1183200,962,6445,1,36,551790,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,1183500,1013,6705,1,36,573290,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,1183800,1431,6512,1,108,980617,9,24,1,33,2,0,204,0,1024,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14377,1,10562,232,44125,0,0,30134
3947,1184100,992,4538,3,38,374334,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,1184400,997,8527,1,45,742312,4,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,1184700,987,5258,1,36,440946,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,1185000,987,4611,1,36,382382,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,1185300,987,6629,1,36,567078,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,1185600,988,5752,1,36,487354,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,1185900,1019,6869,1,64,606763,7,23,2,23,2,0,204,0,1024,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19713,2,12083,0,0,0,0,8571
3954,1186200,988,6025,1,36,512470,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,1186500,980,7809,1,36,676058,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,1186800,994,6526,1,36,558142,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,1187100,980,6008,1,36,510366,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,1187400,988,6179,1,36,526428,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,1187700,987,5967,1,36,506384,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,1188000,1013,6643,1,61,573680,4,23,2,23,2,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8641
3961,1188300,987,5584,1,36,471148,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,1188600,987,5923,1,36,502876,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,1188900,987,5318,1,36,446676,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,1189200,987,7255,1,36,625480,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,1189500,988,5573,1,36,470076,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,1189800,988,6007,1,38,510772,3,0,2,0,2,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,1190100,1012,7133,1,59,618511,4,22,1,22,1,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8871
3968,1190400,987,5089,1,36,426108,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,1190700,987,8312,1,36,722094,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,1191000,988,6278,1,36,535566,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,1191300,961,6655,1,36,571210,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,1191600,1013,5409,1,36,454058,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,1191900,968,6349,1,43,544412,4,4,3,4,3,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799
3974,1192200,1032,6208,1,54,530896,4,18,0,18,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6642
3975,1192500,961,5944,1,36,505798,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,1192800,987,8026,1,36,695602,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,1193100,988,6648,1,36,569686,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,1193400,981,6427,1,36,548914,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,1193700,994,7865,1,36,681330,3,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,1194000,1345,6654,1,102,806916,10,23,2,23,2,0,204,0,1024,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,175292,2,167662,180,34232,0,0,8267
3981,1194300,1768,5565,4,109,725004,5,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,81058,0,0,0
3982,1194600,1724,5330,3,118,741653,5,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,75368,0,0,0
3983,1194900,1755,5331,4,118,649490,6,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,77958,0,0,0
3984,1195200,1812,5806,4,123,807752,6,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,83872,0,0,0
3985,1195500,1733,5097,2,104,481634,5,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,78162,0,0,0
3986,1195800,1816,5724,4,134,766293,6,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,82460,0,0,0
3987,1196100,1821,6447,4,152,1493734,9,22,2,22,2,0,204,0,1024,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,165342,2,157712,425,80050,0,0,9346
3988,1196400,1737,5247,1,110,615767,6,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,78310,0,0,0
3989,1196700,1838,5761,5,124,682451,6,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,85854,0,0,0
3990,1197000,1761,5487,4,111,683571,5,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,79954,0,0,0
3991,1197300,1737,5449,4,127,801084,6,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,77160,0,0,0
3992,1197600,1759,5521,5,135,761642,5,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,77850,0,0,0
3993,1197900,1800,5615,4,113,673995,5,0,0,0,0,0,204,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,83920,0,0,0
3994,1198200,1870,6013,4,169,927301,9,22,19,43,19,1,205,6,1030,0,0,0,6,0,0,0,0,0,0,0,0,0,859,0,147654,2,140024,440,83040,0,0,25184
3995,1198500,1770,5366,5,162,731786,7,9,38,9,38,7,212,32,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,5403,0,0,0,0,400,75556,0,0,6963
3996,1198800,1784,5452,1,165,748599,7,11,38,11,38,7,219,23,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,5322,0,0,0,0,407,77158,0,0,8493
3997,1199100,1844,5792,3,139,749959,7,3,11,3,11,3,222,8,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,0,0,0,0,450,85202,0,0,2335
3998,1199400,1743,5385,3,117,661557,6,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,78230,0,0,0
3999,1199700,1792,5490,2,122,644731,6,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,81318,0,0,0
4000,1200000,1734,5361,8,117,630212,6,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,78498,0,0,0
4001,1200300,1774,5312,4,128,605821,5,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,75962,0,0,0
4002,1200600,1814,5775,1,114,706793,6,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,88138,0,0,0
4003,1200900,1769,5443,4,132,694326,9,20,2,20,2,0,222,0,1093,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,81293,1,77488,410,77860,0,0,8131
4004,1201200,1811,5746,4,151,858566,8,23,0,23,0,0,222,0,1093,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,82725,1,78910,424,79984,0,0,8705
4005,1201500,1695,5154,6,107,664473,6,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,74046,0,0,0
4006,1201800,1873,5840,5,129,737048,5,0,0,0,0,0,222,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,87430,0,0,0
